Month,Employee Name,Grade,Project Id,Project Name,Billing Type,Client,Vertical,Horizontal,Onsite/Offshore,Billed Hours,Blend,Rate, Cost ,Practice Mul,Client Mul,Unbilled,Comment, Revenue , Compensation ,Travel Expense, Software Licenses , Subcontracting Costs ,Margin
Jan,Isabeau Blasiak,Senior Associate,137,Freddie Mac_SAP_project,FixedBid,Freddie Mac,BFS,SAP,Onsite,163,OnsiteSenior Associate,60," 6,250 ",1,0.81,0,," 7,776 "," 6,250 ", 200 , 500 , -   , 826 
Jan,Petronella Dibbs,Associate,239,Lucent Technologies_QA_project,T&M,Lucent Technologies,Technology,QA,Offshore,163,OffshoreAssociate,30, 615 ,0.8,1,0,," 3,912 ", 615 , -   , 500 , -   ," 2,797 "
Jan,Matilde Greenman,Contractor,112,Sears Roebuck_Cloud_project,T&M,Sears Roebuck,Retail,Cloud,Onsite,0,OnsiteContractor,72, 80 ,0.9,0.9,0,, -   , -   , 200 , 50 , -   , (250)
Jan,Torrence McCaster,Manager,60,El Paso_QA_project,T&M,El Paso,Others,QA,Onsite,161,OnsiteManager,65," 7,500 ",0.8,1.17,0,," 9,795 "," 7,500 "," 1,000 ", 250 , -   ," 1,045 "
Jan,Chaddie Espin,Contractor,176,Motorola_Analytics_project,T&M,Motorola,Technology,Analytics,Offshore,164,OffshoreContractor,35, 49 ,1.2,1.1,0,," 7,577 ", -   , -   , -   ," 8,036 ", (459)
Jan,Pammy Roff,Analyst,14,Enron_HCM_project,T&M,Enron,Manlog,HCM,Offshore,167,OffshoreAnalyst,24, 385 ,1.1,1.14,0,," 5,026 ", 385 , -   , 10 , -   ," 4,631 "
Jan,Marijo Beagin,Senior Manager,178,Motorola_SAP_project,T&M,Motorola,Technology,SAP,Offshore,167,OffshoreSenior Manager,48," 1,538 ",1,1.1,0,," 8,818 "," 1,538 ", -   , -   , -   ," 7,279 "
Jan,Evangelia Larmuth,Contractor,53,Boeing_HCM_project,T&M,Boeing,Manlog,HCM,Offshore,0,OffshoreContractor,40, 40 ,1.1,0.99,0,, -   , -   , -   , 500 , -   , (500)
Jan,Almeda Morrowe,Analyst,121,Target_QA_project,FixedBid,Target,Retail,QA,Offshore,0,OffshoreAnalyst,24, 385 ,0.8,0.84,0,," 2,580 ", -   , 500 , 10 , -   ," 2,070 "
Jan,Shina Gunthorp,Associate,272,Alcoa_HCM_project,T&M,Alcoa,Manlog,HCM,Onsite,166,OnsiteAssociate,54," 5,667 ",1.1,1,0,," 9,860 "," 5,667 ", -   , -   , -   ," 4,194 "
Jan,Nikolos Creighton,Analyst,58,El Paso_HCM_project,FixedBid,El Paso,Others,HCM,Offshore,163,OffshoreAnalyst,24, 385 ,1.1,1.17,0,," 4,942 ", 385 , -   , 50 , -   ," 4,507 "
Jan,Georas Jerche,Associate,219,New York Life Insurance_Cloud_project,FixedBid,New York Life Insurance,BFS,Cloud,Onsite,0,OnsiteAssociate,54," 5,667 ",0.9,0.87,0,," 6,765 ", -   , -   , 50 , -   ," 6,715 "
Jan,Emmalynn Horbart,Senior Associate,141,WorldCom_QA_project,T&M,WorldCom,Others,QA,Onsite,165,OnsiteSenior Associate,60," 6,250 ",0.8,1.2,0,," 9,504 "," 6,250 ", 200 , -   , -   ," 3,054 "
Jan,Maddi Malek,Associate,186,United Technologies_Analytics_project,T&M,United Technologies,Technology,Analytics,Onsite,166,OnsiteAssociate,54," 5,667 ",1.2,1.2,0,," 12,908 "," 5,667 ", -   , -   , -   ," 7,241 "
Jan,Oran Biggin,Senior Manager,18,General Electric_HCM_project,T&M,General Electric,Manlog,HCM,Onsite,168,OnsiteSenior Manager,72," 8,333 ",1.1,1.08,0,," 14,370 "," 8,333 ", -   , -   , -   ," 6,037 "
Jan,Herschel Bredes,Associate,210,International Paper_SAP_project,T&M,International Paper,Others,SAP,Offshore,162,OffshoreAssociate,30, 615 ,1,0.93,0,," 4,520 ", 615 ," 1,000 ", -   , -   ," 2,904 "
Jan,Malva Rosendahl,Contractor,258,Honeywell Intl._SAP_project,T&M,Honeywell Intl.,Technology,SAP,Onsite,136,OnsiteContractor,65, 71 ,1,1.17,0,," 10,343 ", -   , 750 , 500 ," 9,656 ", (563)
Jan,Elinore Tomlett,Director,107,McKesson_Cloud_project,T&M,McKesson,Healthcare,Cloud,Offshore,166,OffshoreDirector,55," 2,308 ",0.9,1.04,0,," 8,546 "," 2,308 ", -   , 10 , -   ," 6,228 "
Jan,Mala Lammiman,Contractor,107,McKesson_Cloud_project,T&M,McKesson,Healthcare,Cloud,Offshore,164,OffshoreContractor,48, 41 ,0.9,1.04,0,," 7,368 ", -   , -   , 100 ," 6,724 ", 544 
Jan,Decca Nulty,Associate,271,Alcoa_Analytics_project,FixedBid,Alcoa,Manlog,Analytics,Offshore,0,OffshoreAssociate,30, 615 ,1.2,1,0,," 5,760 ", -   , -   , 250 , -   ," 5,510 "
Jan,Alex Bulbrook,Senior Associate,233,Aetna_QA_project,T&M,Aetna,Healthcare,QA,Offshore,119,OffshoreSenior Associate,35, 923 ,0.8,1.09,0,," 3,632 ", 923 , -   , -   , -   ," 2,709 "
Jan,Clifford McKelvey,Contractor,263,Viacom_SAP_project,FixedBid,Viacom,Technology,SAP,Offshore,117,OffshoreContractor,48, 47 ,1,1.15,0,," 8,832 ", -   , -   , 10 ," 5,499 "," 3,323 "
Jan,Silvan Benois,Manager,124,Merrill Lynch_SAP_project,T&M,Merrill Lynch,BFS,SAP,Onsite,119,OnsiteManager,65," 7,500 ",1,1.15,0,," 8,895 "," 7,500 ", -   , 50 , -   ," 1,345 "
Jan,Horst Mulleary,Contractor,137,Freddie Mac_SAP_project,FixedBid,Freddie Mac,BFS,SAP,Offshore,168,OffshoreContractor,35, 53 ,1,0.81,0,," 4,536 ", -   , 500 , -   ," 8,904 "," (4,868)"
Jan,Karina Carnihan,Senior Manager,190,Dow Chemical_QA_project,T&M,Dow Chemical,Others,QA,Onsite,0,OnsiteSenior Manager,72," 8,333 ",0.8,1.17,0,, -   , -   , 200 , -   , -   , (200)
Jan,Phillip Jovicic,Contractor,2,WalMart Stores_Analytics_project,FixedBid,WalMart Stores,Retail,Analytics,Offshore,0,OffshoreContractor,40, 42 ,1.2,0.97,0,," 7,450 ", -   , -   , 50 , -   ," 7,400 "
Jan,Kerrin Perroni,Analyst,156,Johnson & Johnson_QA_project,T&M,Johnson & Johnson,Healthcare,QA,Offshore,167,OffshoreAnalyst,24, 385 ,0.8,0.82,0,," 2,629 ", 385 ," 1,000 ", 10 , -   ," 1,235 "
Jan,Pauli Smitherham,Senior Manager,251,ConocoPhillips_QA_project,FixedBid,ConocoPhillips,Others,QA,Offshore,0,OffshoreSenior Manager,48," 1,538 ",0.8,0.93,0,," 5,714 ", -   , -   , -   , -   ," 5,714 "
Jan,Marcelia Spreadbury,Contractor,18,General Electric_HCM_project,T&M,General Electric,Manlog,HCM,Offshore,0,OffshoreContractor,35, 42 ,1.1,1.08,0,, -   , -   ," 1,000 ", 50 , -   ," (1,050)"
Jan,Isaac Wolver,Analyst,122,Procter & Gamble_QA_project,T&M,Procter & Gamble,Retail,QA,Onsite,0,OnsiteAnalyst,48," 5,417 ",0.8,1.05,0,, -   , -   , -   , -   , -   , -   
Jan,Erda Mackin,Contractor,12,Ford Motor_SAP_project,T&M,Ford Motor,Manlog,SAP,Offshore,165,OffshoreContractor,48, 52 ,1,1.14,0,," 9,029 ", -   , -   , 50 ," 8,580 ", 399 
Jan,Melonie Bovaird,Associate,13,Ford Motor_QA_project,T&M,Ford Motor,Manlog,QA,Offshore,139,OffshoreAssociate,30, 615 ,0.8,1.14,0,," 3,803 ", 615 , 500 , -   , -   ," 2,688 "
Jan,Packston Greedier,Contractor,95,Hewlett-Packard_HCM_project,FixedBid,Hewlett-Packard,Technology,HCM,Offshore,162,OffshoreContractor,48, 54 ,1.1,1.11,0,," 9,377 ", -   , 200 , 250 ," 8,748 ", 179 
Jan,Cobbie Olenchenko,Associate,260,UnitedHealth Group_QA_project,T&M,UnitedHealth Group,BFS,QA,Offshore,81,OffshoreAssociate,30, 615 ,0.8,1.07,0,," 2,080 ", 615 , -   , 10 , -   ," 1,455 "
Jan,Berget Faveryear,Senior Associate,200,Prudential Financial_QA_project,FixedBid,Prudential Financial,BFS,QA,Offshore,164,OffshoreSenior Associate,35, 923 ,0.8,0.99,0,," 4,435 ", 923 , -   , -   , -   ," 3,512 "
Jan,Tracee Schiersch,Associate,244,Walgreen_HCM_project,FixedBid,Walgreen,Healthcare,HCM,Onsite,160,OnsiteAssociate,54," 5,667 ",1.1,0.86,0,," 8,173 "," 5,667 ", -   , 50 , -   ," 2,457 "
Jan,Faber Haxell,Senior Associate,143,Marathon Oil_HCM_project,T&M,Marathon Oil,Others,HCM,Offshore,167,OffshoreSenior Associate,35, 923 ,1.1,0.96,0,," 6,172 ", 923 , -   , 10 , -   ," 5,239 "
Jan,Bonnibelle Le Ball,Contractor,156,Johnson & Johnson_QA_project,T&M,Johnson & Johnson,Healthcare,QA,Offshore,163,OffshoreContractor,48, 46 ,0.8,0.82,0,," 5,133 ", -   , 200 , 10 ," 7,498 "," (2,575)"
Jan,Darrick Signorelli,Contractor,115,Sears Roebuck_SAP_project,T&M,Sears Roebuck,Retail,SAP,Offshore,162,OffshoreContractor,35, 44 ,1,0.9,0,," 5,103 ", -   , 500 , 50 ," 7,128 "," (2,575)"
Jan,Celle Kemet,Contractor,225,Georgia-Pacific_QA_project,FixedBid,Georgia-Pacific,Others,QA,Offshore,0,OffshoreContractor,35, 47 ,0.8,0.89,0,," 3,987 ", -   , 500 , 50 , -   ," 3,437 "
Jan,Cahra Wartonby,Director,264,Viacom_QA_project,T&M,Viacom,Technology,QA,Offshore,160,OffshoreDirector,55," 2,308 ",0.8,1.15,0,," 8,096 "," 2,308 ", -   , 100 , -   ," 5,688 "
Jan,Licha Eby,Associate,239,Lucent Technologies_QA_project,T&M,Lucent Technologies,Technology,QA,Offshore,97,OffshoreAssociate,30, 615 ,0.8,1,0,," 2,328 ", 615 , 500 , 100 , -   ," 1,113 "
Jan,Cordey Scotchforth,Analyst,4,WalMart Stores_SAP_project,T&M,WalMart Stores,Retail,SAP,Offshore,160,OffshoreAnalyst,24, 385 ,1,0.97,0,," 3,725 ", 385 , 500 , -   , -   ," 2,840 "
Jan,Genny Methven,Contractor,13,Ford Motor_QA_project,T&M,Ford Motor,Manlog,QA,Offshore,165,OffshoreContractor,48, 49 ,0.8,1.14,0,," 7,223 ", -   , -   , -   ," 8,085 ", (862)
Jan,Kingston Every,Senior Associate,283,Lehman Brothers Hldgs._HCM_project,FixedBid,Lehman Brothers Hldgs.,BFS,HCM,Offshore,163,OffshoreSenior Associate,35, 923 ,1.1,0.98,0,," 6,037 ", 923 , 750 , -   , -   ," 4,364 "
Jan,Mano Antonchik,Contractor,215,Delphi_SAP_project,FixedBid,Delphi,Manlog,SAP,Offshore,164,OffshoreContractor,40, 49 ,1,0.86,0,," 5,504 ", -   , -   , 10 ," 8,036 "," (2,542)"
Jan,Collette Allenby,Manager,220,New York Life Insurance_Analytics_project,FixedBid,New York Life Insurance,BFS,Analytics,Offshore,162,OffshoreManager,40," 1,231 ",1.2,0.87,0,," 6,682 "," 1,231 ", 500 , 10 , -   ," 4,941 "
Jan,De witt Chin,Contractor,105,Dynegy_SAP_project,T&M,Dynegy,Others,SAP,Offshore,0,OffshoreContractor,40, 46 ,1,1.03,0,, -   , -   , -   , 10 , -   , (10)
Jan,Coralie Stack,Associate,299,Bristol-Myers Squibb_HCM_project,FixedBid,Bristol-Myers Squibb,Healthcare,HCM,Onsite,166,OnsiteAssociate,54," 5,667 ",1.1,1.17,0,," 11,120 "," 5,667 ", -   , 250 , -   ," 5,203 "
Jan,Trisha Betterton,Analyst,74,J.P. Morgan Chase_HCM_project,FixedBid,J.P. Morgan Chase,BFS,HCM,Offshore,0,OffshoreAnalyst,24, 385 ,1.1,0.99,0,," 4,182 ", -   , -   , 50 , -   ," 4,132 "
Jan,Torin Scullin,Contractor,123,Merrill Lynch_HCM_project,FixedBid,Merrill Lynch,BFS,HCM,Onsite,162,OnsiteContractor,60, 78 ,1.1,1.15,0,," 12,144 ", -   , -   , 50 ," 12,636 ", (542)
Jan,Gardy Pignon,Manager,77,Kroger_Analytics_project,T&M,Kroger,Retail,Analytics,Offshore,0,OffshoreManager,40," 1,231 ",1.2,1,0,, -   , -   , 500 , 10 , -   , (510)
Jan,Trevor Pallas,Analyst,12,Ford Motor_SAP_project,T&M,Ford Motor,Manlog,SAP,Onsite,0,OnsiteAnalyst,48," 5,417 ",1,1.14,0,, -   , -   , 500 , 250 , -   , (750)
Jan,Ximenez Kretchmer,Manager,137,Freddie Mac_SAP_project,FixedBid,Freddie Mac,BFS,SAP,Offshore,160,OffshoreManager,40," 1,231 ",1,0.81,0,," 5,184 "," 1,231 ", -   , 100 , -   ," 3,853 "
Jan,Portia Courson,Contractor,101,Morgan Stanley_QA_project,FixedBid,Morgan Stanley,BFS,QA,Offshore,137,OffshoreContractor,40, 43 ,0.8,1.01,0,," 5,171 ", -   , 500 , -   ," 5,891 "," (1,220)"
Jan,Rosemarie Sumers,Contractor,56,El Paso_Cloud_project,T&M,El Paso,Others,Cloud,Offshore,161,OffshoreContractor,48, 46 ,0.9,1.17,0,," 8,138 ", -   , -   , 50 ," 7,406 ", 682 
Jan,Linnell Chucks,Contractor,68,Bank of America Corp._QA_project,T&M,Bank of America Corp.,BFS,QA,Offshore,161,OffshoreContractor,48, 42 ,0.8,0.88,0,," 5,441 ", -   , 200 , -   ," 6,762 "," (1,521)"
Jan,Bonita Brian,Contractor,16,Enron_QA_project,FixedBid,Enron,Manlog,QA,Offshore,165,OffshoreContractor,40, 46 ,0.8,1.14,0,," 5,837 ", -   , 200 , 250 ," 7,590 "," (2,203)"
Jan,Tabina Tomsa,Manager,57,El Paso_Analytics_project,T&M,El Paso,Others,Analytics,Offshore,164,OffshoreManager,40," 1,231 ",1.2,1.17,0,," 9,210 "," 1,231 "," 1,000 ", 50 , -   ," 6,929 "
Jan,Gusella Camber,Analyst,116,Sears Roebuck_QA_project,FixedBid,Sears Roebuck,Retail,QA,Onsite,164,OnsiteAnalyst,48," 5,417 ",0.8,0.9,0,," 5,530 "," 5,417 "," 1,000 ", -   , -   , (887)
Jan,Mira Arnaud,Contractor,92,SBC Communications_QA_project,FixedBid,SBC Communications,Technology,QA,Offshore,165,OffshoreContractor,40, 40 ,0.8,1.13,0,," 5,786 ", -   , -   , 10 ," 6,600 ", (824)
Jan,Zarah Drewe,Associate,85,Merck_HCM_project,T&M,Merck,Healthcare,HCM,Offshore,164,OffshoreAssociate,30, 615 ,1.1,0.88,0,," 4,763 ", 615 , -   , 500 , -   ," 3,647 "
Jan,Terrye Hatherleigh,Associate,156,Johnson & Johnson_QA_project,T&M,Johnson & Johnson,Healthcare,QA,Offshore,168,OffshoreAssociate,30, 615 ,0.8,0.82,0,," 3,306 ", 615 , 200 , -   , -   ," 2,491 "
Jan,Anthea Scalia,Senior Associate,294,Lowe's_SAP_project,T&M,Lowe's,Retail,SAP,Offshore,133,OffshoreSenior Associate,35, 923 ,1,1.19,0,," 5,539 ", 923 , -   , 250 , -   ," 4,366 "
Jan,Octavia Fritchly,Associate,194,ConAgra_SAP_project,T&M,ConAgra,Retail,SAP,Offshore,0,OffshoreAssociate,30, 615 ,1,1.12,0,, -   , -   , -   , 50 , -   , (50)
Jan,Wini Crudgington,Contractor,254,BellSouth_QA_project,T&M,BellSouth,Technology,QA,Offshore,167,OffshoreContractor,40, 46 ,0.8,1.07,0,," 5,718 ", -   , -   , 10 ," 7,682 "," (1,974)"
Jan,Loralee Mortell,Contractor,27,ChevronTexaco_QA_project,FixedBid,ChevronTexaco,BFS,QA,Onsite,168,OnsiteContractor,60, 77 ,0.8,1.09,0,," 8,371 ", -   , 750 , -   ," 12,936 "," (5,315)"
Jan,Kira Drinkall,Manager,188,United Technologies_SAP_project,T&M,United Technologies,Technology,SAP,Offshore,166,OffshoreManager,40," 1,231 ",1,1.2,0,," 7,968 "," 1,231 ", 200 , -   , -   ," 6,537 "
Jan,Dyane Eddisforth,Contractor,184,TXU_QA_project,T&M,TXU,Manlog,QA,Offshore,168,OffshoreContractor,48, 41 ,0.8,0.95,0,," 6,129 ", -   , -   , 500 ," 6,888 "," (1,259)"
Jan,Earl Kumar,Contractor,206,Wells Fargo_QA_project,T&M,Wells Fargo,BFS,QA,Onsite,162,OnsiteContractor,65, 76 ,0.8,1,0,," 8,424 ", -   , 500 , -   ," 12,312 "," (4,388)"
Jan,Charmine Sexton,Director,21,Citigroup_Analytics_project,T&M,Citigroup,BFS,Analytics,Offshore,0,OffshoreDirector,55," 2,308 ",1.2,0.9,0,, -   , -   , -   , 100 , -   , (100)
Jan,Alameda Demougeot,Manager,305,Coca-Cola_SAP_project,T&M,Coca-Cola,Retail,SAP,Onsite,93,OnsiteManager,65," 7,500 ",1,0.86,0,," 5,199 "," 7,500 ", 500 , 250 , -   ," (3,051)"
Jan,Sheila-kathryn Holdron,Analyst,216,Delphi_QA_project,T&M,Delphi,Manlog,QA,Onsite,161,OnsiteAnalyst,48," 5,417 ",0.8,0.86,1,, -   ," 5,417 ", -   , 50 , -   ," (5,467)"
Jan,Deb Candy,Senior Associate,229,Walt Disney_HCM_project,T&M,Walt Disney,Others,HCM,Offshore,163,OffshoreSenior Associate,35, 923 ,1.1,1.16,0,," 7,280 ", 923 , -   , 100 , -   ," 6,257 "
Jan,Whitman Dedham,Associate,208,International Paper_Analytics_project,FixedBid,International Paper,Others,Analytics,Offshore,164,OffshoreAssociate,30, 615 ,1.2,0.93,0,," 5,357 ", 615 , 200 , -   , -   ," 4,541 "
Jan,Hortense Rainsdon,Director,75,J.P. Morgan Chase_SAP_project,T&M,J.P. Morgan Chase,BFS,SAP,Offshore,164,OffshoreDirector,55," 2,308 ",1,0.99,0,," 8,930 "," 2,308 ", -   , 500 , -   ," 6,122 "
Jan,Marya Vakhrushev,Contractor,81,Cardinal Health_Analytics_project,T&M,Cardinal Health,Healthcare,Analytics,Offshore,0,OffshoreContractor,48, 53 ,1.2,0.81,0,, -   , -   , -   , 50 , -   , (50)
Jan,Jessie Karleman,Analyst,250,TIAA-CREF_QA_project,T&M,TIAA-CREF,BFS,QA,Offshore,0,OffshoreAnalyst,24, 385 ,0.8,0.86,0,, -   , -   , 200 , 100 , -   , (300)
Jan,Cherrita Bidgod,Contractor,235,Ingram Micro_SAP_project,T&M,Ingram Micro,Technology,SAP,Onsite,108,OnsiteContractor,65, 77 ,1,1.01,0,," 7,090 ", -   , 200 , -   ," 8,316 "," (1,426)"
Jan,Erskine Addyman,Contractor,10,Ford Motor_Analytics_project,FixedBid,Ford Motor,Manlog,Analytics,Offshore,161,OffshoreContractor,40, 44 ,1.2,1.14,0,," 8,755 ", -   , -   , 500 ," 7,084 "," 1,171 "
Jan,Sandy Pye,Senior Associate,43,American Electric Power_SAP_project,FixedBid,American Electric Power,Technology,SAP,Onsite,167,OnsiteSenior Associate,60," 6,250 ",1,0.8,0,," 7,680 "," 6,250 ", 200 , -   , -   ," 1,230 "
Jan,Ervin McIlheran,Associate,195,ConAgra_QA_project,T&M,ConAgra,Retail,QA,Onsite,0,OnsiteAssociate,54," 5,667 ",0.8,1.12,0,, -   , -   , -   , 50 , -   , (50)
Jan,Garvey Durgan,Director,184,TXU_QA_project,T&M,TXU,Manlog,QA,Offshore,87,OffshoreDirector,55," 2,308 ",0.8,0.95,0,," 3,637 "," 2,308 ", 200 , 100 , -   ," 1,029 "
Jan,Harlan Fant,Manager,277,American Express_SAP_project,FixedBid,American Express,BFS,SAP,Onsite,162,OnsiteManager,65," 7,500 ",1,1.12,0,," 11,648 "," 7,500 ", 500 , 10 , -   ," 3,638 "
Jan,Nanon Perrelle,Analyst,197,Prudential Financial_Analytics_project,T&M,Prudential Financial,BFS,Analytics,Offshore,0,OffshoreAnalyst,24, 385 ,1.2,0.99,0,, -   , -   , 200 , -   , -   , (200)
Jan,Jimmie McGhie,Director,69,Fannie Mae_HCM_project,FixedBid,Fannie Mae,BFS,HCM,Onsite,165,OnsiteDirector,90," 9,167 ",1.1,1.13,0,," 17,899 "," 9,167 ", -   , 100 , -   ," 8,633 "
Jan,Dukey Djekovic,Manager,16,Enron_QA_project,FixedBid,Enron,Manlog,QA,Offshore,133,OffshoreManager,40," 1,231 ",0.8,1.14,0,," 5,837 "," 1,231 ", -   , 500 , -   ," 4,106 "
Jan,Ruperto Salvador,Associate,53,Boeing_HCM_project,T&M,Boeing,Manlog,HCM,Offshore,164,OffshoreAssociate,30, 615 ,1.1,0.99,0,," 5,358 ", 615 , 500 , 250 , -   ," 3,992 "
Jan,Sandra Oxtoby,Analyst,16,Enron_QA_project,FixedBid,Enron,Manlog,QA,Offshore,161,OffshoreAnalyst,24, 385 ,0.8,1.14,0,," 3,502 ", 385 , 200 , 50 , -   ," 2,867 "
Jan,Ruben McLinden,Senior Manager,87,Merck_QA_project,T&M,Merck,Healthcare,QA,Offshore,167,OffshoreSenior Manager,48," 1,538 ",0.8,0.88,0,," 5,643 "," 1,538 ", -   , 250 , -   ," 3,855 "
Jan,Victoir Tointon,Contractor,146,Costco Wholesale_HCM_project,T&M,Costco Wholesale,Retail,HCM,Offshore,0,OffshoreContractor,40, 47 ,1.1,1.07,0,, -   , -   , -   , 100 , -   , (100)
Jan,Lilas Rase,Senior Manager,206,Wells Fargo_QA_project,T&M,Wells Fargo,BFS,QA,Onsite,0,OnsiteSenior Manager,72," 8,333 ",0.8,1,0,, -   , -   , -   , -   , -   , -   
Jan,Kathrine Bloodworth,Manager,37,Verizon Communications_HCM_project,T&M,Verizon Communications,Technology,HCM,Offshore,0,OffshoreManager,40," 1,231 ",1.1,0.98,0,, -   , -   , -   , -   , -   , -   
Jan,Ruthann Stannering,Contractor,302,Electronic Data Systems_SAP_project,FixedBid,Electronic Data Systems,Technology,SAP,Onsite,161,OnsiteContractor,72, 79 ,1,1.04,0,," 11,981 ", -   , -   , 250 ," 12,719 ", (988)
Jan,Elene Lorinez,Senior Manager,126,AOL Time Warner_Analytics_project,T&M,AOL Time Warner,Technology,Analytics,Offshore,165,OffshoreSenior Manager,48," 1,538 ",1.2,0.95,0,," 9,029 "," 1,538 ", 500 , 10 , -   ," 6,980 "
Jan,Micky Mangenet,Associate,84,Cardinal Health_QA_project,T&M,Cardinal Health,Healthcare,QA,Offshore,162,OffshoreAssociate,30, 615 ,0.8,0.81,0,," 3,149 ", 615 , -   , -   , -   ," 2,534 "
Jan,Joanne Ferrarese,Manager,7,General Motors_SAP_project,T&M,General Motors,Manlog,SAP,Onsite,163,OnsiteManager,65," 7,500 ",1,1.03,0,," 10,913 "," 7,500 ", 500 , 50 , -   ," 2,863 "
Jan,Frasier Bosward,Associate,169,Dell Computer_HCM_project,T&M,Dell Computer,Technology,HCM,Offshore,168,OffshoreAssociate,30, 615 ,1.1,1.05,0,," 5,821 ", 615 , -   , 50 , -   ," 5,156 "
Jan,Cristal Lydster,Manager,32,Philip Morris_Cloud_project,FixedBid,Philip Morris,Retail,Cloud,Offshore,168,OffshoreManager,40," 1,231 ",0.9,1.12,0,," 6,451 "," 1,231 ", -   , 250 , -   ," 4,970 "
Jan,Fiona Baitman,Associate,64,Home Depot_QA_project,T&M,Home Depot,Retail,QA,Onsite,160,OnsiteAssociate,54," 5,667 ",0.8,1.01,0,," 6,981 "," 5,667 "," 1,000 ", 100 , -   , 214 
Jan,Adrien Estcourt,Contractor,184,TXU_QA_project,T&M,TXU,Manlog,QA,Offshore,162,OffshoreContractor,35, 47 ,0.8,0.95,0,," 4,309 ", -   , 500 , -   ," 7,614 "," (3,805)"
Jan,Maria Hacquel,Analyst,101,Morgan Stanley_QA_project,FixedBid,Morgan Stanley,BFS,QA,Offshore,99,OffshoreAnalyst,24, 385 ,0.8,1.01,0,," 3,103 ", 385 , -   , -   , -   ," 2,718 "
Jan,Ferd Heiton,Analyst,102,Dynegy_Cloud_project,T&M,Dynegy,Others,Cloud,Onsite,166,OnsiteAnalyst,48," 5,417 ",0.9,1.03,0,," 7,386 "," 5,417 ", -   , -   , -   ," 1,970 "
Jan,Moshe Planks,Senior Manager,64,Home Depot_QA_project,T&M,Home Depot,Retail,QA,Offshore,162,OffshoreSenior Manager,48," 1,538 ",0.8,1.01,0,," 6,283 "," 1,538 ", -   , -   , -   ," 4,745 "
Jan,Brigitta Giabuzzi,Associate,126,AOL Time Warner_Analytics_project,T&M,AOL Time Warner,Technology,Analytics,Offshore,167,OffshoreAssociate,30, 615 ,1.2,0.95,0,," 5,711 ", 615 , 750 , 250 , -   ," 4,096 "
Jan,Carrie Dana,Analyst,281,Lehman Brothers Hldgs._Cloud_project,T&M,Lehman Brothers Hldgs.,BFS,Cloud,Offshore,161,OffshoreAnalyst,24, 385 ,0.9,0.98,0,," 3,408 ", 385 , -   , 100 , -   ," 2,923 "
Jan,Manny Woofendell,Manager,183,TXU_SAP_project,T&M,TXU,Manlog,SAP,Offshore,0,OffshoreManager,40," 1,231 ",1,0.95,0,, -   , -   , 750 , 50 , -   , (800)
Jan,Melicent Fairnie,Manager,99,Morgan Stanley_HCM_project,T&M,Morgan Stanley,BFS,HCM,Offshore,95,OffshoreManager,40," 1,231 ",1.1,1.01,0,," 4,222 "," 1,231 ", 750 , 100 , -   ," 2,141 "
Jan,Brear Benettolo,Analyst,23,Citigroup_SAP_project,T&M,Citigroup,BFS,SAP,Onsite,163,OnsiteAnalyst,48," 5,417 ",1,0.9,0,," 7,042 "," 5,417 "," 1,000 ", -   , -   , 625 
Jan,Damian Searson,Analyst,76,J.P. Morgan Chase_QA_project,T&M,J.P. Morgan Chase,BFS,QA,Offshore,161,OffshoreAnalyst,24, 385 ,0.8,0.99,0,," 3,060 ", 385 ," 1,000 ", 10 , -   ," 1,666 "
Jan,Meridith Vacher,Analyst,296,Sysco_HCM_project,FixedBid,Sysco,Manlog,HCM,Offshore,167,OffshoreAnalyst,24, 385 ,1.1,0.9,0,," 3,802 ", 385 , -   , 10 , -   ," 3,407 "
Jan,Billie Rebanks,Contractor,93,Hewlett-Packard_Cloud_project,FixedBid,Hewlett-Packard,Technology,Cloud,Offshore,0,OffshoreContractor,35, 44 ,0.9,1.11,0,," 5,594 ", -   , -   , 10 , -   ," 5,584 "
Jan,Lucie O'Cullen,Contractor,57,El Paso_Analytics_project,T&M,El Paso,Others,Analytics,Offshore,164,OffshoreContractor,40, 54 ,1.2,1.17,0,," 9,210 ", -   , 500 , 10 ," 8,856 ", (156)
Jan,Fax Cosgry,Analyst,170,Dell Computer_SAP_project,FixedBid,Dell Computer,Technology,SAP,Offshore,165,OffshoreAnalyst,24, 385 ,1,1.05,0,," 4,032 ", 385 , 200 , 10 , -   ," 3,437 "
Jan,Teriann Mucklow,Contractor,231,Walt Disney_QA_project,T&M,Walt Disney,Others,QA,Onsite,168,OnsiteContractor,72, 77 ,0.8,1.16,0,," 11,225 ", -   , 200 , -   ," 12,936 "," (1,911)"
Jan,Aloysius Ary,Associate,257,Honeywell Intl._HCM_project,T&M,Honeywell Intl.,Technology,HCM,Offshore,167,OffshoreAssociate,30, 615 ,1.1,1.17,0,," 6,448 ", 615 , -   , -   , -   ," 5,832 "
Jan,Wyn Bointon,Manager,245,Walgreen_SAP_project,T&M,Walgreen,Healthcare,SAP,Offshore,167,OffshoreManager,40," 1,231 ",1,0.86,0,," 5,745 "," 1,231 ", -   , 250 , -   ," 4,264 "
Jan,Kelbee Dadge,Associate,182,TXU_HCM_project,FixedBid,TXU,Manlog,HCM,Offshore,127,OffshoreAssociate,30, 615 ,1.1,0.95,0,," 5,016 ", 615 , 500 , 10 , -   ," 3,891 "
