Month,Employee Name,Grade,Project Id,Project Name,Billing Type,Client,Vertical,Horizontal,Onsite/Offshore,Billed Hours,Blend,Rate, Cost ,Practice Mul,Client Mul,Unbilled,Comment, Revenue , Compensation ,Travel Expense, Software Licenses , Subcontracting Costs ,Margin
Jan-16,Sibella Ridulfo,Analyst,22,Citigroup_HCM_project,T&M,Citigroup,BFS,HCM,Onsite,166,OnsiteAnalyst,48," 5,417 ",1.1,0.9,0,," 7,888 "," 5,417 ", -   , 50 , -   ," 2,422 "
Jan-16,Babb Follos,Senior Associate,251,ConocoPhillips_QA_project,FixedBid,ConocoPhillips,Others,QA,Offshore,168,OffshoreSenior Associate,35, 923 ,0.8,0.93,0,," 4,166 ", 923 , -   , 50 , -   ," 3,193 "
Jan-16,Aila Brucker,Analyst,68,Bank of America Corp._QA_project,T&M,Bank of America Corp.,BFS,QA,Onsite,0,OnsiteAnalyst,48," 5,417 ",0.8,0.88,0,, -   , -   , -   , 50 , -   , (50)
Jan-16,Tonia Melbury,Contractor,307,Archer Daniels Midland_SAP_project,FixedBid,Archer Daniels Midland,Retail,SAP,Offshore,166,OffshoreContractor,35, 41 ,1,0.92,0,," 5,152 ", -   , -   , 500 ," 6,806 "," (2,154)"
Jan-16,Lanny Dovermann,Senior Associate,292,Lowe's_Analytics_project,T&M,Lowe's,Retail,Analytics,Offshore,164,OffshoreSenior Associate,35, 923 ,1.2,1.19,0,," 8,197 ", 923 , 500 , -   , -   ," 6,774 "
Jan-16,Moyna Spare,Contractor,275,American Express_Analytics_project,T&M,American Express,BFS,Analytics,Offshore,160,OffshoreContractor,35, 45 ,1.2,1.12,0,," 7,526 ", -   , 750 , 50 ," 7,200 ", (474)
Jan-16,Alwyn Djurevic,Analyst,233,Aetna_QA_project,T&M,Aetna,Healthcare,QA,Offshore,165,OffshoreAnalyst,24, 385 ,0.8,1.09,0,," 3,453 ", 385 , -   , -   , -   ," 3,069 "
Jan-16,Federica Carstairs,Contractor,106,Dynegy_QA_project,T&M,Dynegy,Others,QA,Offshore,167,OffshoreContractor,35, 42 ,0.8,1.03,0,," 4,816 ", -   , -   , -   ," 7,014 "," (2,198)"
Jan-16,Ursala Tourmell,Analyst,221,New York Life Insurance_HCM_project,T&M,New York Life Insurance,BFS,HCM,Onsite,81,OnsiteAnalyst,48," 5,417 ",1.1,0.87,0,," 3,721 "," 5,417 ", 200 , -   , -   ," (1,896)"
Jan-16,Wendi Robun,Analyst,103,Dynegy_Analytics_project,T&M,Dynegy,Others,Analytics,Offshore,140,OffshoreAnalyst,24, 385 ,1.2,1.03,0,," 4,153 ", 385 , 750 , -   , -   ," 3,018 "
Jan-16,Taddeusz Wadie,Analyst,223,New York Life Insurance_QA_project,T&M,New York Life Insurance,BFS,QA,Offshore,162,OffshoreAnalyst,24, 385 ,0.8,0.87,0,," 2,706 ", 385 ," 1,000 ", -   , -   ," 1,321 "
Jan-16,Osbert Grenfell,Analyst,198,Prudential Financial_HCM_project,T&M,Prudential Financial,BFS,HCM,Offshore,0,OffshoreAnalyst,24, 385 ,1.1,0.99,0,, -   , -   , -   , 10 , -   , (10)
Jan-16,Susan Currao,Contractor,101,Morgan Stanley_QA_project,FixedBid,Morgan Stanley,BFS,QA,Onsite,136,OnsiteContractor,72, 80 ,0.8,1.01,0,," 9,308 ", -   ," 1,000 ", 250 ," 10,880 "," (2,822)"
Jan-16,Nyssa Ferryn,Senior Associate,22,Citigroup_HCM_project,T&M,Citigroup,BFS,HCM,Offshore,160,OffshoreSenior Associate,35, 923 ,1.1,0.9,0,," 5,544 ", 923 , -   , 10 , -   ," 4,611 "
Jan-16,Zena Dumblton,Contractor,160,Pfizer_QA_project,FixedBid,Pfizer,Healthcare,QA,Offshore,164,OffshoreContractor,35, 42 ,0.8,1.02,0,," 4,570 ", -   , -   , -   ," 6,888 "," (2,318)"
Jan-16,Dru Mc Gaughey,Contractor,113,Sears Roebuck_Analytics_project,FixedBid,Sears Roebuck,Retail,Analytics,Offshore,134,OffshoreContractor,40, 40 ,1.2,0.9,0,," 6,912 ", -   , -   , 10 ," 5,360 "," 1,542 "
Jan-16,Martguerita Gloucester,Associate,64,Home Depot_QA_project,T&M,Home Depot,Retail,QA,Onsite,164,OnsiteAssociate,54," 5,667 ",0.8,1.01,0,," 7,156 "," 5,667 ", 200 , -   , -   ," 1,289 "
Jan-16,Clair Itscowics,Contractor,174,Goldman Sachs Group_QA_project,FixedBid,Goldman Sachs Group,BFS,QA,Offshore,161,OffshoreContractor,35, 44 ,0.8,1.08,0,," 4,838 ", -   , 500 , 50 ," 7,084 "," (2,796)"
Jan-16,Farrand Hurles,Contractor,126,AOL Time Warner_Analytics_project,T&M,AOL Time Warner,Technology,Analytics,Offshore,165,OffshoreContractor,35, 43 ,1.2,0.95,0,," 6,584 ", -   , 500 , 10 ," 7,095 "," (1,022)"
Jan-16,Hector Bewsey,Analyst,266,PG&E Corp._Cloud_project,T&M,PG&E Corp.,Others,Cloud,Offshore,165,OffshoreAnalyst,24, 385 ,0.9,1.2,0,," 4,277 ", 385 ," 1,000 ", -   , -   ," 2,892 "
Jan-16,Chelsey Fussie,Contractor,82,Cardinal Health_HCM_project,T&M,Cardinal Health,Healthcare,HCM,Offshore,165,OffshoreContractor,35, 46 ,1.1,0.81,0,," 5,146 ", -   ," 1,000 ", 50 ," 7,590 "," (3,494)"
Jan-16,Worthy Shepley,Analyst,28,Intl. Business Machines_Analytics_project,FixedBid,Intl. Business Machines,Technology,Analytics,Offshore,162,OffshoreAnalyst,24, 385 ,1.2,1.09,1,, -   , 385 , 500 , 250 , -   ," (1,135)"
Jan-16,Alanah Tertre,Senior Associate,119,Target_HCM_project,FixedBid,Target,Retail,HCM,Offshore,167,OffshoreSenior Associate,35, 923 ,1.1,0.84,0,," 5,174 ", 923 , -   , 500 , -   ," 3,751 "
Jan-16,Bartholomeus Pisco,Contractor,191,ConAgra_Cloud_project,FixedBid,ConAgra,Retail,Cloud,Offshore,0,OffshoreContractor,40, 43 ,0.9,1.12,0,," 6,451 ", -   , -   , -   , -   ," 6,451 "
Jan-16,Sibel Wilmot,Analyst,134,Kmart_QA_project,T&M,Kmart,Retail,QA,Offshore,0,OffshoreAnalyst,24, 385 ,0.8,1.06,0,, -   , -   , -   , 10 , -   , (10)
Jan-16,Arleen Sorley,Analyst,211,International Paper_QA_project,FixedBid,International Paper,Others,QA,Offshore,100,OffshoreAnalyst,24, 385 ,0.8,0.93,0,," 2,857 ", 385 , -   , 250 , -   ," 2,222 "
Jan-16,Noah Kilbee,Manager,250,TIAA-CREF_QA_project,T&M,TIAA-CREF,BFS,QA,Onsite,0,OnsiteManager,65," 7,500 ",0.8,0.86,0,, -   , -   , 200 , 250 , -   , (450)
Jan-16,Britteny Labusquiere,Analyst,222,New York Life Insurance_SAP_project,T&M,New York Life Insurance,BFS,SAP,Onsite,163,OnsiteAnalyst,48," 5,417 ",1,0.87,0,," 6,807 "," 5,417 ", 500 , 250 , -   , 640 
Jan-16,Hugues Dugue,Contractor,171,Dell Computer_QA_project,FixedBid,Dell Computer,Technology,QA,Onsite,83,OnsiteContractor,65, 78 ,0.8,1.05,0,," 8,736 ", -   ," 1,000 ", 500 ," 6,474 ", 762 
Jan-16,Mandel Gilfether,Associate,214,Delphi_HCM_project,T&M,Delphi,Manlog,HCM,Offshore,163,OffshoreAssociate,30, 615 ,1.1,0.86,0,," 4,626 ", 615 , -   , 500 , -   ," 3,511 "
Jan-16,Arvie Rudkin,Senior Associate,25,ChevronTexaco_HCM_project,T&M,ChevronTexaco,BFS,HCM,Onsite,0,OnsiteSenior Associate,60," 6,250 ",1.1,1.09,0,, -   , -   , 500 , 10 , -   , (510)
Jan-16,Sanford Bater,Analyst,155,Johnson & Johnson_SAP_project,T&M,Johnson & Johnson,Healthcare,SAP,Offshore,163,OffshoreAnalyst,24, 385 ,1,0.82,0,," 3,208 ", 385 , 200 , 50 , -   ," 2,573 "
Jan-16,Kingsley Berntsson,Associate,148,Costco Wholesale_QA_project,T&M,Costco Wholesale,Retail,QA,Offshore,160,OffshoreAssociate,30, 615 ,0.8,1.07,0,," 4,109 ", 615 , 500 , -   , -   ," 2,993 "
Jan-16,Saidee Raysdale,Contractor,296,Sysco_HCM_project,FixedBid,Sysco,Manlog,HCM,Offshore,161,OffshoreContractor,35, 46 ,1.1,0.9,0,," 5,544 ", -   , 500 , 500 ," 7,406 "," (2,862)"
Jan-16,Alexei Pendell,Contractor,281,Lehman Brothers Hldgs._Cloud_project,T&M,Lehman Brothers Hldgs.,BFS,Cloud,Offshore,164,OffshoreContractor,40, 44 ,0.9,0.98,0,," 5,786 ", -   ," 1,000 ", -   ," 7,216 "," (2,430)"
Jan-16,Gussy Rizzolo,Contractor,60,El Paso_QA_project,T&M,El Paso,Others,QA,Offshore,0,OffshoreContractor,35, 48 ,0.8,1.17,0,, -   , -   , -   , 250 , -   , (250)
Jan-16,Dina Fancett,Associate,56,El Paso_Cloud_project,T&M,El Paso,Others,Cloud,Onsite,162,OnsiteAssociate,54," 5,667 ",0.9,1.17,0,," 9,212 "," 5,667 ", -   , -   , -   ," 3,545 "
Jan-16,Ab Heel,Contractor,208,International Paper_Analytics_project,FixedBid,International Paper,Others,Analytics,Onsite,160,OnsiteContractor,72, 75 ,1.2,0.93,0,," 12,856 ", -   , -   , 10 ," 12,000 ", 846 
Jan-16,Job Longstreeth,Contractor,127,AOL Time Warner_HCM_project,FixedBid,AOL Time Warner,Technology,HCM,Offshore,163,OffshoreContractor,48, 53 ,1.1,0.95,0,," 8,026 ", -   , 200 , 500 ," 8,639 "," (1,313)"
Jan-16,Zea Hutchcraft,Manager,168,Dell Computer_Analytics_project,FixedBid,Dell Computer,Technology,Analytics,Offshore,168,OffshoreManager,40," 1,231 ",1.2,1.05,0,," 8,064 "," 1,231 ", 200 , -   , -   ," 6,633 "
Jan-16,Em Gatecliffe,Senior Associate,75,J.P. Morgan Chase_SAP_project,T&M,J.P. Morgan Chase,BFS,SAP,Offshore,167,OffshoreSenior Associate,35, 923 ,1,0.99,0,," 5,787 ", 923 , 200 , -   , -   ," 4,663 "
Jan-16,Darelle Skelding,Associate,164,Mirant_HCM_project,FixedBid,Mirant,Others,HCM,Offshore,0,OffshoreAssociate,30, 615 ,1.1,1.11,0,," 5,861 ", -   , -   , 500 , -   ," 5,361 "
Jan-16,Ceciley Game,Associate,300,Bristol-Myers Squibb_SAP_project,T&M,Bristol-Myers Squibb,Healthcare,SAP,Onsite,0,OnsiteAssociate,54," 5,667 ",1,1.17,0,, -   , -   , 500 , 500 , -   ," (1,000)"
Jan-16,Rafaello Dumper,Analyst,130,Albertson's_SAP_project,T&M,Albertson's,Retail,SAP,Offshore,164,OffshoreAnalyst,24, 385 ,1,1.15,0,," 4,526 ", 385 , -   , 10 , -   ," 4,132 "
Jan-16,Silvana Badini,Senior Associate,235,Ingram Micro_SAP_project,T&M,Ingram Micro,Technology,SAP,Offshore,163,OffshoreSenior Associate,35, 923 ,1,1.01,0,," 5,762 ", 923 , 750 , -   , -   ," 4,089 "
Jan-16,Golda Forster,Manager,287,Cisco Systems_Analytics_project,T&M,Cisco Systems,Technology,Analytics,Offshore,168,OffshoreManager,40," 1,231 ",1.2,0.95,0,," 7,661 "," 1,231 ", 500 , -   , -   ," 5,930 "
Jan-16,Estrella Curtin,Contractor,170,Dell Computer_SAP_project,FixedBid,Dell Computer,Technology,SAP,Onsite,168,OnsiteContractor,72, 78 ,1,1.05,0,," 12,096 ", -   , -   , 50 ," 13,104 "," (1,058)"
Jan-16,Dewey Lill,Associate,299,Bristol-Myers Squibb_HCM_project,FixedBid,Bristol-Myers Squibb,Healthcare,HCM,Offshore,0,OffshoreAssociate,30, 615 ,1.1,1.17,0,," 6,178 ", -   , -   , 50 , -   ," 6,128 "
Jan-16,Leopold Girodin,Contractor,112,Sears Roebuck_Cloud_project,T&M,Sears Roebuck,Retail,Cloud,Offshore,168,OffshoreContractor,35, 51 ,0.9,0.9,0,," 4,763 ", -   , -   , 250 ," 8,568 "," (4,055)"
Jan-16,Towney Yves,Manager,69,Fannie Mae_HCM_project,FixedBid,Fannie Mae,BFS,HCM,Offshore,0,OffshoreManager,40," 1,231 ",1.1,1.13,0,," 7,955 ", -   ," 1,000 ", 500 , -   ," 6,455 "
Jan-16,Tobe Cisson,Senior Manager,198,Prudential Financial_HCM_project,T&M,Prudential Financial,BFS,HCM,Offshore,0,OffshoreSenior Manager,48," 1,538 ",1.1,0.99,0,, -   , -   , 500 , -   , -   , (500)
Jan-16,Gothart Hains,Analyst,210,International Paper_SAP_project,T&M,International Paper,Others,SAP,Onsite,167,OnsiteAnalyst,48," 5,417 ",1,0.93,0,," 7,455 "," 5,417 ", -   , -   , -   ," 2,038 "
Jan-16,Bernette Murney,Contractor,247,Bank One Corp._SAP_project,T&M,Bank One Corp.,BFS,SAP,Onsite,0,OnsiteContractor,60, 79 ,1,0.89,0,, -   , -   , -   , 10 , -   , (10)
Jan-16,Hilliary Wadelin,Analyst,49,Duke Energy_QA_project,FixedBid,Duke Energy,Others,QA,Onsite,92,OnsiteAnalyst,48," 5,417 ",0.8,0.97,0,," 5,960 "," 5,417 ", 500 , 10 , -   , 33 
Jan-16,Marigold Armsden,Analyst,190,Dow Chemical_QA_project,T&M,Dow Chemical,Others,QA,Offshore,0,OffshoreAnalyst,24, 385 ,0.8,1.17,0,, -   , -   , -   , 10 , -   , (10)
Jan-16,Carlie Wyson,Analyst,7,General Motors_SAP_project,T&M,General Motors,Manlog,SAP,Offshore,0,OffshoreAnalyst,24, 385 ,1,1.03,0,, -   , -   , 200 , 50 , -   , (250)
Jan-16,Cecil Kingzett,Contractor,30,Intl. Business Machines_SAP_project,FixedBid,Intl. Business Machines,Technology,SAP,Onsite,116,OnsiteContractor,65, 76 ,1,1.09,0,," 11,336 ", -   , -   , 500 ," 8,816 "," 2,020 "
Jan-16,Reggis Whiscard,Manager,101,Morgan Stanley_QA_project,FixedBid,Morgan Stanley,BFS,QA,Offshore,123,OffshoreManager,40," 1,231 ",0.8,1.01,0,," 5,171 "," 1,231 ", 500 , 500 , -   ," 2,940 "
Jan-16,Rogers Goodanew,Associate,16,Enron_QA_project,FixedBid,Enron,Manlog,QA,Offshore,165,OffshoreAssociate,30, 615 ,0.8,1.14,0,," 4,378 ", 615 , 750 , -   , -   ," 3,012 "
Jan-16,Bourke Macconaghy,Contractor,291,CVS_QA_project,FixedBid,CVS,Healthcare,QA,Onsite,168,OnsiteContractor,72, 80 ,0.8,0.82,0,," 7,557 ", -   , 200 , 100 ," 13,440 "," (6,183)"
Jan-16,Becki Dahl,Manager,61,Home Depot_Analytics_project,T&M,Home Depot,Retail,Analytics,Onsite,168,OnsiteManager,65," 7,500 ",1.2,1.01,0,," 13,235 "," 7,500 ", -   , 50 , -   ," 5,685 "
Jan-16,Kenton Cohr,Associate,3,WalMart Stores_HCM_project,FixedBid,WalMart Stores,Retail,HCM,Onsite,166,OnsiteAssociate,54," 5,667 ",1.1,0.97,0,," 9,219 "," 5,667 ", -   , 500 , -   ," 3,052 "
Jan-16,Gertruda Bucke,Analyst,143,Marathon Oil_HCM_project,T&M,Marathon Oil,Others,HCM,Offshore,166,OffshoreAnalyst,24, 385 ,1.1,0.96,0,," 4,207 ", 385 ," 1,000 ", 500 , -   ," 2,322 "
Jan-16,Eleanor Liver,Contractor,50,AT&T_SAP_project,T&M,AT&T,Technology,SAP,Offshore,160,OffshoreContractor,35, 55 ,1,1.17,0,," 6,552 ", -   , 500 , -   ," 8,800 "," (2,748)"
Jan-16,Adam Barribal,Analyst,114,Sears Roebuck_HCM_project,T&M,Sears Roebuck,Retail,HCM,Onsite,168,OnsiteAnalyst,48," 5,417 ",1.1,0.9,0,," 7,983 "," 5,417 ", 500 , 100 , -   ," 1,967 "
Jan-16,Allison Cotton,Analyst,124,Merrill Lynch_SAP_project,T&M,Merrill Lynch,BFS,SAP,Offshore,87,OffshoreAnalyst,24, 385 ,1,1.15,0,," 2,401 ", 385 , 200 , -   , -   ," 1,817 "
Jan-16,Kiah Breeton,Manager,46,Duke Energy_Analytics_project,T&M,Duke Energy,Others,Analytics,Offshore,0,OffshoreManager,40," 1,231 ",1.2,0.97,0,, -   , -   , 200 , 50 , -   , (250)
Jan-16,Del Boreland,Analyst,156,Johnson & Johnson_QA_project,T&M,Johnson & Johnson,Healthcare,QA,Onsite,168,OnsiteAnalyst,48," 5,417 ",0.8,0.82,0,," 5,290 "," 5,417 ", 500 , 50 , -   , (677)
Jan-16,Verine Lakes,Senior Associate,144,Marathon Oil_SAP_project,T&M,Marathon Oil,Others,SAP,Onsite,162,OnsiteSenior Associate,60," 6,250 ",1,0.96,0,," 9,331 "," 6,250 ", -   , -   , -   ," 3,081 "
Jan-16,Chucho Nisuis,Contractor,85,Merck_HCM_project,T&M,Merck,Healthcare,HCM,Offshore,165,OffshoreContractor,48, 52 ,1.1,0.88,0,," 7,667 ", -   , -   , 250 ," 8,580 "," (1,163)"
Jan-16,Lizzy Copestake,Associate,277,American Express_SAP_project,FixedBid,American Express,BFS,SAP,Onsite,160,OnsiteAssociate,54," 5,667 ",1,1.12,0,," 9,677 "," 5,667 ", -   , 500 , -   ," 3,510 "
Jan-16,Simonette Naisbitt,Analyst,189,United Technologies_QA_project,T&M,United Technologies,Technology,QA,Offshore,165,OffshoreAnalyst,24, 385 ,0.8,1.2,0,," 3,802 ", 385 , -   , 500 , -   ," 2,917 "
Jan-16,Marni Laible,Senior Associate,70,Fannie Mae_SAP_project,T&M,Fannie Mae,BFS,SAP,Offshore,162,OffshoreSenior Associate,35, 923 ,1,1.13,0,," 6,407 ", 923 , -   , 500 , -   ," 4,984 "
Jan-16,Maressa O'Hoey,Analyst,210,International Paper_SAP_project,T&M,International Paper,Others,SAP,Offshore,166,OffshoreAnalyst,24, 385 ,1,0.93,0,," 3,705 ", 385 , 500 , -   , -   ," 2,821 "
Jan-16,Rica Bernli,Senior Manager,31,Intl. Business Machines_QA_project,T&M,Intl. Business Machines,Technology,QA,Offshore,0,OffshoreSenior Manager,48," 1,538 ",0.8,1.09,0,, -   , -   , 750 , 10 , -   , (760)
Jan-16,Vicki Ronca,Contractor,235,Ingram Micro_SAP_project,T&M,Ingram Micro,Technology,SAP,Onsite,163,OnsiteContractor,65, 78 ,1,1.01,0,," 10,701 ", -   , 200 , -   ," 12,714 "," (2,213)"
Jan-16,Katya Till,Manager,46,Duke Energy_Analytics_project,T&M,Duke Energy,Others,Analytics,Offshore,162,OffshoreManager,40," 1,231 ",1.2,0.97,0,," 7,543 "," 1,231 ", 750 , 50 , -   ," 5,512 "
Jan-16,Cecile Lucio,Analyst,267,PG&E Corp._Analytics_project,T&M,PG&E Corp.,Others,Analytics,Offshore,162,OffshoreAnalyst,24, 385 ,1.2,1.2,0,," 5,599 ", 385 , -   , 250 , -   ," 4,964 "
Jan-16,Sherm Endricci,Contractor,42,American Intl. Group_QA_project,FixedBid,American Intl. Group,Manlog,QA,Offshore,132,OffshoreContractor,48, 42 ,0.8,0.94,0,," 5,775 ", -   , -   , 10 ," 5,544 ", 221 
Jan-16,Hana McReidy,Contractor,215,Delphi_SAP_project,FixedBid,Delphi,Manlog,SAP,Onsite,164,OnsiteContractor,65, 78 ,1,0.86,0,," 8,944 ", -   ," 1,000 ", -   ," 12,792 "," (4,848)"
Jan-16,Hailey Wittering,Contractor,64,Home Depot_QA_project,T&M,Home Depot,Retail,QA,Onsite,164,OnsiteContractor,72, 72 ,0.8,1.01,0,," 9,541 ", -   , 500 , 100 ," 11,808 "," (2,867)"
Jan-16,Margret Allchorn,Analyst,127,AOL Time Warner_HCM_project,FixedBid,AOL Time Warner,Technology,HCM,Onsite,168,OnsiteAnalyst,48," 5,417 ",1.1,0.95,0,," 8,026 "," 5,417 ", 750 , 500 , -   ," 1,359 "
Jan-16,Latia Grinnikov,Contractor,249,TIAA-CREF_SAP_project,T&M,TIAA-CREF,BFS,SAP,Offshore,81,OffshoreContractor,35, 49 ,1,0.86,0,," 2,438 ", -   , -   , 500 ," 3,969 "," (2,031)"
Jan-16,Trip Poynser,Contractor,154,Johnson & Johnson_HCM_project,FixedBid,Johnson & Johnson,Healthcare,HCM,Offshore,0,OffshoreContractor,35, 55 ,1.1,0.82,0,," 5,051 ", -   , -   , -   , -   ," 5,051 "
Jan-16,Moses Cammish,Analyst,180,Allstate_QA_project,FixedBid,Allstate,Manlog,QA,Offshore,138,OffshoreAnalyst,24, 385 ,0.8,1.04,0,," 3,195 ", 385 , 200 , 10 , -   ," 2,600 "
Jan-16,Oran Milward,Contractor,296,Sysco_HCM_project,FixedBid,Sysco,Manlog,HCM,Onsite,163,OnsiteContractor,65, 71 ,1.1,0.9,0,," 10,296 ", -   , 500 , 10 ," 11,573 "," (1,787)"
Jan-16,Alethea Cantopher,Contractor,156,Johnson & Johnson_QA_project,T&M,Johnson & Johnson,Healthcare,QA,Onsite,161,OnsiteContractor,60, 70 ,0.8,0.82,0,," 6,337 ", -   , 200 , 50 ," 11,270 "," (5,183)"
Jan-16,Nikita Agett,Associate,110,McKesson_SAP_project,T&M,McKesson,Healthcare,SAP,Offshore,0,OffshoreAssociate,30, 615 ,1,1.04,0,, -   , -   , -   , 500 , -   , (500)
Jan-16,Joseito Rattrie,Senior Manager,120,Target_SAP_project,T&M,Target,Retail,SAP,Offshore,162,OffshoreSenior Manager,48," 1,538 ",1,0.84,0,," 6,532 "," 1,538 ", -   , -   , -   ," 4,993 "
Jan-16,Alene Hargie,Contractor,281,Lehman Brothers Hldgs._Cloud_project,T&M,Lehman Brothers Hldgs.,BFS,Cloud,Onsite,0,OnsiteContractor,60, 76 ,0.9,0.98,0,, -   , -   , 200 , 50 , -   , (250)
Jan-16,Thaxter Escala,Contractor,280,Wachovia Corp._QA_project,FixedBid,Wachovia Corp.,BFS,QA,Offshore,0,OffshoreContractor,48, 47 ,0.8,0.81,0,," 4,977 ", -   ," 1,000 ", 10 , -   ," 3,967 "
Jan-16,Alena Kitteridge,Contractor,223,New York Life Insurance_QA_project,T&M,New York Life Insurance,BFS,QA,Onsite,162,OnsiteContractor,60, 70 ,0.8,0.87,0,," 6,765 ", -   , 750 , 50 ," 11,340 "," (5,375)"
Jan-16,Kile Gallienne,Associate,189,United Technologies_QA_project,T&M,United Technologies,Technology,QA,Onsite,165,OnsiteAssociate,54," 5,667 ",0.8,1.2,0,," 8,554 "," 5,667 ", -   , 50 , -   ," 2,837 "
Jan-16,Arden de Amaya,Analyst,273,Alcoa_SAP_project,T&M,Alcoa,Manlog,SAP,Offshore,166,OffshoreAnalyst,24, 385 ,1,1,0,," 3,984 ", 385 , 200 , -   , -   ," 3,399 "
Jan-16,Benedicto Stock,Analyst,15,Enron_SAP_project,T&M,Enron,Manlog,SAP,Offshore,0,OffshoreAnalyst,24, 385 ,1,1.14,0,, -   , -   , 500 , -   , -   , (500)
Jan-16,Sonja Cantwell,Contractor,58,El Paso_HCM_project,FixedBid,El Paso,Others,HCM,Offshore,165,OffshoreContractor,40, 43 ,1.1,1.17,0,," 8,237 ", -   , -   , 50 ," 7,095 "," 1,092 "
Jan-16,Dana Dunstall,Senior Manager,234,Ingram Micro_HCM_project,FixedBid,Ingram Micro,Technology,HCM,Offshore,0,OffshoreSenior Manager,48," 1,538 ",1.1,1.01,0,," 8,532 ", -   ," 1,000 ", 10 , -   ," 7,522 "
Jan-16,Allix Fearnside,Senior Associate,113,Sears Roebuck_Analytics_project,FixedBid,Sears Roebuck,Retail,Analytics,Offshore,102,OffshoreSenior Associate,35, 923 ,1.2,0.9,0,," 6,048 ", 923 , -   , 50 , -   ," 5,075 "
Jan-16,Elizabet Josipovitz,Manager,244,Walgreen_HCM_project,FixedBid,Walgreen,Healthcare,HCM,Offshore,165,OffshoreManager,40," 1,231 ",1.1,0.86,0,," 6,054 "," 1,231 ", -   , 50 , -   ," 4,774 "
Jan-16,Shaine Monnoyer,Senior Manager,39,Verizon Communications_QA_project,FixedBid,Verizon Communications,Technology,QA,Offshore,163,OffshoreSenior Manager,48," 1,538 ",0.8,0.98,0,," 6,021 "," 1,538 ", 200 , -   , -   ," 4,283 "
Jan-16,Marchelle Hallbord,Director,266,PG&E Corp._Cloud_project,T&M,PG&E Corp.,Others,Cloud,Offshore,0,OffshoreDirector,55," 2,308 ",0.9,1.2,0,, -   , -   , -   , 250 , -   , (250)
Jan-16,Gerri Ferrillio,Director,99,Morgan Stanley_HCM_project,T&M,Morgan Stanley,BFS,HCM,Offshore,167,OffshoreDirector,55," 2,308 ",1.1,1.01,0,," 10,205 "," 2,308 "," 1,000 ", 10 , -   ," 6,887 "
Jan-16,Vincenty Sparhawk,Analyst,202,Wells Fargo_Cloud_project,FixedBid,Wells Fargo,BFS,Cloud,Offshore,161,OffshoreAnalyst,24, 385 ,0.9,1,0,," 3,456 ", 385 , 750 , 500 , -   ," 1,821 "
Jan-16,Carmon Heaney`,Analyst,289,Cisco Systems_SAP_project,FixedBid,Cisco Systems,Technology,SAP,Onsite,103,OnsiteAnalyst,48," 5,417 ",1,0.95,0,," 7,296 "," 5,417 ", -   , -   , -   ," 1,879 "
Jan-16,Deina Durden,Associate,202,Wells Fargo_Cloud_project,FixedBid,Wells Fargo,BFS,Cloud,Offshore,0,OffshoreAssociate,30, 615 ,0.9,1,0,," 4,320 ", -   , 200 , 10 , -   ," 4,110 "
Jan-16,Cyndi Felix,Associate,273,Alcoa_SAP_project,T&M,Alcoa,Manlog,SAP,Onsite,164,OnsiteAssociate,54," 5,667 ",1,1,0,," 8,856 "," 5,667 ", -   , 100 , -   ," 3,089 "
Jan-16,Tymothy Speers,Associate,274,Alcoa_QA_project,T&M,Alcoa,Manlog,QA,Onsite,162,OnsiteAssociate,54," 5,667 ",0.8,1,0,," 6,998 "," 5,667 ", 200 , 500 , -   , 632 
Jan-16,Gerianne Roggerone,Contractor,196,Prudential Financial_Cloud_project,T&M,Prudential Financial,BFS,Cloud,Offshore,165,OffshoreContractor,48, 51 ,0.9,0.99,0,," 7,057 ", -   ," 1,000 ", 100 ," 8,415 "," (2,458)"
Jan-16,Barnaby Hof,Manager,206,Wells Fargo_QA_project,T&M,Wells Fargo,BFS,QA,Onsite,164,OnsiteManager,65," 7,500 ",0.8,1,0,," 8,528 "," 7,500 ", 500 , -   , -   , 528 
Jan-16,Radcliffe Guyonneau,Manager,240,Lockheed Martin_SAP_project,FixedBid,Lockheed Martin,Technology,SAP,Offshore,167,OffshoreManager,40," 1,231 ",1,0.82,0,," 5,248 "," 1,231 ", 200 , 10 , -   ," 3,807 "
Jan-16,Jens Grovier,Associate,51,AT&T_QA_project,T&M,AT&T,Technology,QA,Offshore,162,OffshoreAssociate,30, 615 ,0.8,1.17,0,," 4,549 ", 615 , 750 , -   , -   ," 3,184 "
Jan-16,Mercedes Carletto,Contractor,40,American Intl. Group_HCM_project,FixedBid,American Intl. Group,Manlog,HCM,Offshore,166,OffshoreContractor,48, 45 ,1.1,0.94,0,," 7,941 ", -   , 500 , 10 ," 7,470 ", (39)
Jan-16,Thomasa Kingsnorth,Associate,307,Archer Daniels Midland_SAP_project,FixedBid,Archer Daniels Midland,Retail,SAP,Offshore,87,OffshoreAssociate,30, 615 ,1,0.92,0,," 4,416 ", 615 , 500 , 500 , -   ," 2,801 "
Jan-16,Bambie Privett,Associate,165,Mirant_SAP_project,FixedBid,Mirant,Others,SAP,Onsite,163,OnsiteAssociate,54," 5,667 ",1,1.11,0,," 9,590 "," 5,667 ", -   , 100 , -   ," 3,824 "
Jan-16,Kelci Penquet,Associate,231,Walt Disney_QA_project,T&M,Walt Disney,Others,QA,Offshore,0,OffshoreAssociate,30, 615 ,0.8,1.16,0,, -   , -   , 750 , 50 , -   , (800)
